Título,Título_URL,Imagen,Título1,jsx2858414180,copy10,Descuento,copy3,primary,jsx3425244783,jsx34252447832,Vista
CERAVE,https://www.falabella.com.co/falabella-co/product/70081503/Locion-Hidratante-Facial-Cerave-52-ml/70081503?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_78P-O3NniZdNhNUQPVb-UE58cXMmwNlUmvj7nUKQy6k_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZbPoT5j6okJxCMaT_RAWn2zBJuDkp1cZKZqFaar3OaFEUFHEkbOIok8YL2Qeiql9aMzt1z0SnYOuLHg1ct1MRwAYH-q4rSO-Isng6mn1qRUsdbDznqyBwm5grIR_05WfXQ%253D%253D_ark196e4e72393786cb17%2522%252C%2522slot%2522%253A2%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/70081503_1/width=240,height=240,quality=70,format=webp,fit=pad",Loción Hidratante Facial 52 ml,Por Falabella,$  56.990  ,-26%,$  76.500  ,$  56.990  ,Retira mañana,,(93)
LIFEHUNI,https://www.falabella.com.co/falabella-co/product/124487358/Divi-her-60-capsulas-lifehuni/124487360,"https://media.falabella.com.co/falabellaCO/124487360_01/width=240,height=240,quality=70,format=webp,fit=pad",Divi-her 60 cápsulas,Por Tienda Naturista Miel Angelita ,$  84.900  ,,$  98.085  ,$  84.900  ,,,(11)
LIFEHUNI,https://www.falabella.com.co/falabella-co/product/133912899/Promocion-Divi-HerMaca-Life-Lifehuni-Suplementos-Dietarios/133912900,"https://media.falabella.com.co/falabellaCO/133912900_01/width=240,height=240,quality=70,format=webp,fit=pad",Promoción Divi-HerMaca Life Suplementos Dietarios,Por Naturalias,$  159.900  ,-16%,$  189.900  ,$  159.900  ,Envío gratis,Llega mañana,(2)
MAYBELLINE,https://www.falabella.com.co/falabella-co/product/34401386/Pestanina-Sky-High-Mascara-WTP-Maybelline-7.2-ml/34401386,"https://media.falabella.com.co/falabellaCO/34401386_1/width=240,height=240,quality=70,format=webp,fit=pad",Pestañina Sky High Mascara WTP 7.2 ml,Por Falabella,$  65.820  ,,,$  65.820  ,Llega mañana,Retira mañana,(1557)
REMINGTON,https://www.falabella.com.co/falabella-co/product/117197333/Plancha-Alisadora-de-Cabello-Aguacate-Macadamia-Remington-S9960/117197334,"https://media.falabella.com.co/falabellaCO/117197334_03/width=240,height=240,quality=70,format=webp,fit=pad",Plancha Alisadora de Cabello Aguacate Macadamia S9960,Por Hometec Store ,$  159.900  ,-33%,$  239.900  ,$  159.900  ,Envío gratis,,(1085)
BENEFIT,https://www.falabella.com.co/falabella-co/product/4081539/Tinta-Para-Labios-y-Mejillas-Benetint-Benefit-6-ml/4081539?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Baqie60BrcTrgc-QCQ2ark58cXMmwNlUmvj7nUKQy6k_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZbPoT5j6okJxCMaT_RAWn2z1CwOOsfqNm26mXrrixvfMj4RbNB-amvz7ppAxCM7Z78zt1z0SnYOuLHg1ct1MRwAYH-q4rSO-Isng6mn1qRUsdbDznqyBwm5grIR_05WfXQ%253D%253D_ark196e4e72393786cb17%2522%252C%2522slot%2522%253A7%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/4081539_001/width=240,height=240,quality=70,format=webp,fit=pad",Tinta Para Labios y Mejillas Benetint 6 ml,Por Falabella,$  124.990  ,,,$  124.990  ,Llega mañana,Retira mañana,(891)
LA ROCHE POSAY,https://www.falabella.com.co/falabella-co/product/28514726/Protector-Solar-Facial-La-Roche-Posay-Anthelios-Uv-Mune-Spf50+-50Ml/28514726?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_Qeg2CAmCleGgMaxfw_9i9E58cXMmwNlUmvj7nUKQy6k_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZbPoT5j6okJxCMaT_RAWn2wJLqA-A93HMllMQTNJAgVyfTLTIv47IJvjui-5RvHtrszt1z0SnYOuLHg1ct1MRwAYH-q4rSO-Isng6mn1qRUsdbDznqyBwm5grIR_05WfXQ%253D%253D_ark196e4e72393786cb17%2522%252C%2522slot%2522%253A8%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/28514726_1/width=240,height=240,quality=70,format=webp,fit=pad",Protector Solar Facial Anthelios Uv Mune Spf50+ 50Ml,Por Falabella,$  93.990  ,-25%,$  124.900  ,$  93.990  ,Retira mañana,,(396)
CLINIQUE,https://www.falabella.com.co/falabella-co/product/1398743/Perfume-mujer-Clinique-Perfume-Happy-parfum-spray-100-ml/1398743,,Perfume mujer Perfume Happy parfum spray 100 ml,Por Falabella,$  169.900  ,-58%,$  399.990  ,$  169.900  ,Llega mañana,Retira mañana,(442)
ONE PIXEL,https://www.falabella.com.co/falabella-co/product/118121610/Cepillo-Secador-Generico-Desmontable-5-en-1-ONE-PIXEL/118121611,,Cepillo Secador Generico Desmontable 5 en 1,Por 52 Bits ,$  59.900  ,-40%,$  99.900  ,$  59.900  ,Llega mañana,,(60)
BENEFIT,https://www.falabella.com.co/falabella-co/product/72882279/Tratamiento-nocturno-para-poros-The-Porefessional-Shrink-Wrap/72882279,,Tratamiento nocturno para poros The Porefessional Shrink Wrap,Por Falabella,$  161.990  ,-40%,$  269.990  ,$  161.990  ,Llega mañana,Retira mañana,(599)
NIVEA,https://www.falabella.com.co/falabella-co/product/126209778/Gel-Limpiador-Facial-Nivea-Agua-De-Rosas-150-ml/126209779,,Gel Limpiador Facial Agua De Rosas 150 ml,Por Mktools,$  37.700  ,,,$  37.700  ,,,(886)
BENEFIT,https://www.falabella.com.co/falabella-co/product/4081539/Tinta-Para-Labios-y-Mejillas-Benetint-Benefit-6-ml/4081539,,Tinta Para Labios y Mejillas Benetint 6 ml,Por Falabella,$  124.990  ,,,$  124.990  ,Llega mañana,Retira mañana,(891)
FOREO,https://www.falabella.com.co/falabella-co/product/136537979/Foreo-Luna-Mini-2/136537980,,Luna Mini 2,Por Openmarkt,$  459.900  ,,,$  459.900  ,Envío gratis,,(756)
REMINGTON,https://www.falabella.com.co/falabella-co/product/117197335/Plancha-Alisadora-Cabello-Frizz-Morada-Remington-S8510/117197336,,Plancha Alisadora Cabello Frizz Morada S8510,Por Hometec Store ,$  185.900  ,-32%,$  273.000  ,$  185.900  ,Envío gratis,Llega mañana,(195)
CERAVE,https://www.falabella.com.co/falabella-co/product/25494045/Locion-Hidratante-CeraVe-Piel-Normal-a-Seca-473-ml/25494045,,Loción Hidratante Piel Normal a Seca 473 ml,Por Falabella,$  81.990  ,-25%,$  109.500  ,$  81.990  ,Llega mañana,Retira mañana,(695)
MAYBELLINE,https://www.falabella.com.co/falabella-co/product/prod13530169/Brillo-labial-Lifter-Gloss-Sun-Maybelline-5.4-ml/52897041,,Brillo labial Lifter Gloss Sun 5.4 ml,Por Falabella,$  60.960  ,,,$  60.960  ,Llega mañana,Retira mañana,(14)
STAY ELIT,https://www.falabella.com.co/falabella-co/product/118405818/Camilla-Reclinable-Plegable-para-Masajes-Portatil-Color-Negro/118405819,,Camilla Reclinable Plegable para Masajes Portátil Color Negro,Por Easy Shop Internacional ,$  472.999  ,-32%,$  699.000  ,$  472.999  ,Envío gratis,Llega mañana,(41)
DERMANAT,https://www.falabella.com.co/falabella-co/product/73073329/Contorno-de-ojos-Dermanat-Para-Todo-tipo-de-piel-15-ml/73073329,,Contorno de ojos Para Todo tipo de piel 15 ml,Por Falabella,$  49.000  ,,,$  49.000  ,,,
LA ROCHE POSAY,https://www.falabella.com.co/falabella-co/product/126608243/Effaclar-Mat-x-40ml-La-Roche-Posay/126608246,,Effaclar Mat x 40ml,Por Meikrem,$  177.100  ,,,$  177.100  ,Envío gratis,,(697)
ARMAF,https://www.falabella.com.co/falabella-co/product/121403396/Perfume-Armaf-Club-De-Nuit-Intense-Homme100ML-EDT/121403397,,Perfume Club De Nuit Intense Homme100ML EDT,Por Paris Success Sas ,$  382.415  ,-15%,$  449.900  ,$  382.415  ,Envío gratis,Llega mañana,(730)
LOVENSE,https://www.falabella.com.co/falabella-co/product/140891309/Vibrador-Lush-4-Lovense/140891310,,Vibrador Lush 4,Por Pleasure Boutique Sensual ,$  724.552  ,-21%,$  917.154  ,$  724.552  ,Envío gratis,,
HUGO BOSS,https://www.falabella.com.co/falabella-co/product/4052503/Perfume-Hugo-Boss-The-Scent-Private-Accord-For-Her-Mujer-100-ml-EDP/4052503,,Perfume The Scent Private Accord For Her Mujer 100 ml EDP,Por Falabella,$  259.990  ,-62%,$  677.900  ,$  259.990  ,Llega mañana,Retira mañana,(5)
LA ROCHE POSAY,https://www.falabella.com.co/falabella-co/product/28514726/Protector-Solar-Facial-La-Roche-Posay-Anthelios-Uv-Mune-Spf50+-50Ml/28514726,,Protector Solar Facial Anthelios Uv Mune Spf50+ 50Ml,Por Falabella,$  93.990  ,-25%,$  124.900  ,$  93.990  ,Retira mañana,,(396)
SUBE,https://www.falabella.com.co/falabella-co/product/121610233/Kit-Pulidor-de-unas-electrico-profesional-manicura/121610234,,Kit Pulidor de uñas eléctrico profesional manicura,Por Sube Sas ,$  89.900  ,-40%,$  149.900  ,$  89.900  ,Llega mañana,,(5)
AFM,https://www.falabella.com.co/falabella-co/product/128428750/Organizador-Cosmetiquera-Bolso-Neceser-Maletin/128428751,,Organizador Cosmetiquera Bolso Neceser Maletín,Por Afm Colombia Sas ,$  29.900  ,,,$  29.900  ,,,
ONE PIXEL,https://www.falabella.com.co/falabella-co/product/124433051/Removedor-De-Callos-Para-Pies-Electrico-+-60-Limas-ONE-PIXEL/124433054,,Removedor De Callos Para Pies Electrico + 60 Limas,Por 52 Bits ,$  89.900  ,-40%,$  149.900  ,$  89.900  ,Llega mañana,,(1)
CARER SPARK,https://www.falabella.com.co/falabella-co/product/127111458/Cauterizador-Para-Quitar-Mancha-Pluma-Peca-Lunar/127111459,,Cauterizador Para Quitar Mancha Pluma Peca Lunar,Por Sparks Tech Inc ,$  74.900  ,-37%,$  118.900  ,$  74.900  ,,,(3)
LOCCITANE,https://www.falabella.com.co/falabella-co/product/136345022/Gel-de-ducha-Verbena-500ml/136345023?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_ngFjvmRv7fBoEm_9tkbLb4N_fLg6t93L6KuWDVhI2A4_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZdqD5fb1f_2axBrU4ktUcEygkAEkpgAyQGHzUxmTw1_FhcM0omsYJM_wJdxSjVVikVOfIooOCuzGbVNeIMVAYVUY8ILcF5YumXBJlPkOAikTdbDznqyBwm5grIR_05WfXQ%253D%253D_ark196e4e72393786cb17%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,,Gel de ducha Verbena 500ml,Por Provenzal Sas ,$  185.000  ,,,$  185.000  ,Envío gratis,,
LIZZE,https://www.falabella.com.co/falabella-co/product/120966345/Plancha-profesional-lizze-extreme-480%C2%B0f-nano-titanio/120966346?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_AUwKh8ImOR2UzOs6eQ3WC058cXMmwNlUmvj7nUKQy6k_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZeqeFAAyGO0ofFrO0Lr464a6uctXQlBUHx7LJWGbIOSZk2AEoxdBsdKMDvIcsyOruszt1z0SnYOuLHg1ct1MRwAYH-q4rSO-Isng6mn1qRUsdbDznqyBwm5grIR_05WfXQ%253D%253D_ark196e4e72393786cb17%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,,Plancha profesional extreme 480°f nano titanio,Por Be Beautiful ,$  350.000  ,,$  370.000  ,$  350.000  ,Envío gratis,,(28)
REEBOK,https://www.falabella.com.co/falabella-co/product/66828120/Gel-de-ducha-Move-Your-Spirit-Reebok-250-ml/66828120,,Gel de ducha Move Your Spirit 250 ml,Por Falabella,$  17.990  ,,,$  17.990  ,,,(2)
BOTIK,https://www.falabella.com.co/falabella-co/product/67476623/Tratamiento-antiedad-Noche-Retinol-Botik-Todo-tipo-de-piel-40-gr/67476623,,Tratamiento antiedad Noche Retinol Todo tipo de piel 40 gr,Por Falabella,$  124.900  ,,,$  124.900  ,Llega mañana,Retira mañana,(2)
LIFEHUNI,https://www.falabella.com.co/falabella-co/product/120851226/Promocion-Divi-Her-Lifehuni-Suplementos-Te-Badia-Multivitaminico/120851227,,Promoción Divi-Her Suplementos Te Badia Multivitamínico,Por Naturalias,$  99.900  ,-23%,$  129.900  ,$  99.900  ,Llega mañana,,
AL HARAMAIN,https://www.falabella.com.co/falabella-co/product/123455437/Perfume-Unisex-Alharamain-Amber-Oud-Blue-Edition-100ml/123455438,,Perfume Unisex Alharamain - Amber Oud Blue Edition 100ml,Por Beluxe Sas ,$  743.000  ,,,$  743.000  ,Envío gratis,Llega mañana,
REEBOK,https://www.falabella.com.co/falabella-co/product/66828122/Gel-de-ducha-Inspire-Your-Mind-Reebok-250-ml/66828122,,Gel de ducha Inspire Your Mind 250 ml,Por Falabella,$  17.990  ,,,$  17.990  ,,,(2)
REEBOK,https://www.falabella.com.co/falabella-co/product/66828117/Gel-de-ducha-Cool-Your-Body-Reebok-250-ml/66828117,,Gel de ducha Cool Your Body 250 ml,Por Falabella,$  17.990  ,,,$  17.990  ,,,
REEBOK,https://www.falabella.com.co/falabella-co/product/66828121/Gel-de-ducha-Cool-Your-Body-Reebok-250-ml/66828121,,Gel de ducha Cool Your Body 250 ml,Por Falabella,$  17.990  ,,,$  17.990  ,,,(5)
LIFEHUNI,https://www.falabella.com.co/falabella-co/product/123472850/Promocion-Divi-Her-Suplementos-Dietarios-X3-Te-Verde-Goslim-Repuesto/123472851,,Promoción Divi-Her Suplementos Dietarios X3 Te Verde Goslim Repuesto,Por Naturalias,$  189.000  ,-35%,$  289.000  ,$  189.000  ,Envío gratis,Llega mañana,(6)
GENERICO,https://www.falabella.com.co/falabella-co/product/129652746/Regadera-Ducha-Piovere-Negro-30cm-Acabado-Mate-tubo-Techo-Tm/129652747,,Regadera Ducha Piovere Negro 30cm Acabado Mate-tubo Techo Tm,Por Tames Colombia Sas ,$  151.900  ,-16%,,$  159.900  ,Envío gratis,,
YONKA,https://www.falabella.com.co/falabella-co/product/135935063/Elixir-Vital/135935064,,Elixir Vital,Por Tecnovital Group Sas ,$  262.500  ,,,$  262.500  ,Envío gratis,,
ZHOPI CO,https://www.falabella.com.co/falabella-co/product/119932777/Irrigador-Oral-Limpieza-Dental-Profunda-Recargable/119932778,,Irrigador Oral Limpieza Dental Profunda Recargable,Por Shopping Online Colombia Sas ,$  27.900  ,-53%,$  59.900  ,$  27.900  ,Llega mañana,,(54)
TOMMY HILFIGER,https://www.falabella.com.co/falabella-co/product/72762192/Perfume-Mujer-Tommy-Hilfiger-Girl-100-ml-EDT/72762192,,Perfume Mujer Girl 100 ml EDT,Por Falabella,$  149.990  ,-39%,,$  169.990  ,Llega mañana,Retira mañana,(577)
LA ROCHE POSAY,https://www.falabella.com.co/falabella-co/product/12504263/Protector-Solar-Facial-La-Roche-Posay-Anthelios-Uvmune-Oil-Control-Gel-Con-Color-Spf50+-50Ml/12504263,,Protector Solar Facial Anthelios Uvmune Oil Control Gel Con Color Spf50+ 50Ml,Por Falabella,$  95.990  ,-25%,$  127.950  ,$  95.990  ,Retira mañana,,(364)
CAROLINA HERRERA,https://www.falabella.com.co/falabella-co/product/3827758/Perfume-Carolina-Herrera-Hombre-212-NYC-200-ml-EDT/3827758,,Perfume Hombre 212 NYC 200 ml EDT,Por Falabella,$  619.990  ,-43%,,$  649.900  ,Llega mañana,Retira mañana,(422)
LIFEHUNI,https://www.falabella.com.co/falabella-co/product/132025928/Divi-Her-Lifehuni-60-CAPSULAS/132025929,,Divi-Her 60 CAPSULAS,Por Naturfitcol,$  79.900  ,,$  89.900  ,$  79.900  ,,,(2)
DIOR,https://www.falabella.com.co/falabella-co/product/prod13340120/Brillo-labial-Addict-Lip-Maximizer-Dior-5-ml-/63798846,,Brillo labial Addict Lip Maximizer Dior 5 ml,Por Falabella,$  241.900  ,,,$  241.900  ,Llega mañana,Retira mañana,(45)
GENERICO,https://www.falabella.com.co/falabella-co/product/119986384/Masturbador-Masculino-Vagina-Sensaciones-Realistas/119986385,,Masturbador Masculino Vagina Sensaciones Realistas,Por Comercializadora Rptg ,$  56.900  ,,,$  56.900  ,,,
GENERICO,https://www.falabella.com.co/falabella-co/product/129552674/Succionador-Rose-Camtoyz/129552675,,Succionador Rose Camtoyz,Por Pleasure Boutique Sensual ,$  131.459  ,,$  149.385  ,$  131.459  ,,,
OLLE NE A PARIS,https://www.falabella.com.co/falabella-co/product/4405211/Perfume-Olle-Ne-A-Paris-Keep-Calm-And-Love-Juliette-EDP-Mujer-100-ml/4405211,,Perfume Ollé Né À Paris Keep Calm And Love! Juliette EDP Mujer 100 ml,Por Falabella,$  117.444  ,,,$  117.444  ,,,(4)
DIOR,https://www.falabella.com.co/falabella-co/product/prod13830214/Dior-Addict-Lip-Glow-Balsamo-labial-hidratante/73211172,,Dior Addict Lip Glow - Bálsamo labial hidratante,Por Falabella,$  230.900  ,,,$  230.900  ,Llega mañana,Retira mañana,
GEMEI GEEMY,https://www.falabella.com.co/falabella-co/product/136428405/DEPILADORA-DAMA-4-EN-1/136428407,,DEPILADORA DAMA 4 EN 1,Por Azucena Diaz Ayala ,$  49.900  ,-50%,$  98.900  ,$  49.900  ,,,
CLINIQUE,"https://www.falabella.com.co/falabella-co/product/prod13770079/Edicion-exclusiva-Online:-Kit-Clinique-Moisture-Surge,-Limpieza-Maquillaje-Incluye:-6-Productos-+-Cosmetiquera/sku12600034",,"Edición exclusiva Online: Kit Moisture Surge, Limpieza & Maquillaje Incluye: 6 Productos + Cosmetiquera",Por Falabella,$  329.900  ,-55%,$  732.793  ,$  329.900  ,,,
GENERICO,https://www.falabella.com.co/falabella-co/product/129201835/Gel-Lubricante-Estrechante-Vaginal-Sen-Intimo-x10ml/129201838,,Gel Lubricante Estrechante Vaginal Sen Intimo x10ml,Por Cero Tabuu ,$  22.000  ,,,$  22.000  ,,,
GENERICO,https://www.falabella.com.co/falabella-co/product/132781564/Kit-Pestanas-Magneticas-3-pares-con-Delineador-Negro/132781565,,Kit Pestañas Magneticas 3 pares con Delineador Negro,Por Ferinnovacciòn,$  26.900  ,-46%,$  50.000  ,$  26.900  ,,,
WAHL,https://www.falabella.com.co/falabella-co/product/138102146/Cortadora-Professional-Wahl-Magic-Clip-5-Estrellas-Roja-Con-Cable/138102147?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_RbJTWiQ_qvgWMAdnyajb75RDeI96rHtnyh5RJqqJKL8_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZSdMxKJuiLw8OyzDUXPs4jx2uOZOpM_qIqPdr5HMitGtCgbwSpNpuq9Ahd292SV0CjvElb8EIOdqb_YjDtMaD8uGMrQMXRIhL8QRiq9gNUeVdbDznqyBwm5grIR_05WfXQ%253D%253D_ark196e4e72393786cb17%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,,Cortadora Professional Magic Clip 5 Estrellas Roja Con Cable,Por Strong Machine ,$  361.000  ,,,$  361.000  ,Envío gratis,,
LOCCITANE,https://www.falabella.com.co/falabella-co/product/135642933/Gel-de-ducha-Verbena-Citrica-250ml/135642934?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_X7cLQeJ4XXLbKGuCx4sWZ80XSMomHOLRGBhfAiS9If0_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZWR-rwNv4jVjBbWgFfu85WsyXD8d9P6frRahSbAuvxZDhGlxI5Qgo8pqX_iVequ0AIdJ7TvvAknzAJBMmPNLj8L58rxNjpDAxp6nQ6VPZm2idbDznqyBwm5grIR_05WfXQ%253D%253D_ark196e4e72393786cb17%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,,Gel de ducha Verbena Cítrica 250ml,Por Provenzal Sas ,$  123.000  ,,,$  123.000  ,,,
INFINITEK PARIS,https://www.falabella.com.co/falabella-co/product/134249528/Luxury-Lip-Treatment/134249529?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_kvtKgzqJE08MrX5259zv0058cXMmwNlUmvj7nUKQy6k_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZbPoT5j6okJxCMaT_RAWn2x6njyyqEPX6iRzPv2bAu1zD6VeXPDxtTv7IALo4gV1Tczt1z0SnYOuLHg1ct1MRwAYH-q4rSO-Isng6mn1qRUs59Cff7ziPyYbTgAJ4TYkxQ%253D%253D_ark196e4e7b8617882a68%2522%252C%2522slot%2522%253A1%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/134249529_01/width=240,height=240,quality=70,format=webp,fit=pad",Luxury Lip Treatment,Por Infinitek Paris ,$  132.000  ,,,$  132.000  ,,,
BENEFIT,https://www.falabella.com.co/falabella-co/product/2693767/Primer-liquido-minimizador-de-poros-Benefit-22-ml/2693767?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_3XmqzDkco7aWc8CZ65ERok58cXMmwNlUmvj7nUKQy6k_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZRF07WCWpy_ozMoipul7XgjCuGB44FovOUBJi0QmyorzhyqaDQyMXF5XuzdCi1vhzszt1z0SnYOuLHg1ct1MRwAYH-q4rSO-Isng6mn1qRUs59Cff7ziPyYbTgAJ4TYkxQ%253D%253D_ark196e4e7b8617882a68%2522%252C%2522slot%2522%253A2%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/2693767_001/width=240,height=240,quality=70,format=webp,fit=pad",Primer líquido minimizador de poros 22 ml,Por Falabella,$  199.990  ,,,$  199.990  ,Llega mañana,Retira mañana,(37)
BENEFIT,https://www.falabella.com.co/falabella-co/product/72419553/Pestanina-Fan-Fest-Mascara-Benefit-8.5-g/72419553,"https://media.falabella.com.co/falabellaCO/72419553_1/width=240,height=240,quality=70,format=webp,fit=pad",Pestañina Fan Fest Mascara 8.5 g,Por Falabella,$  149.990  ,,,$  149.990  ,Llega mañana,Retira mañana,(29)
EUCERIN,https://www.falabella.com.co/falabella-co/product/126209614/Eucerin-Antipigment-Dual-Serum-Facial-30ml/126209615,"https://media.falabella.com.co/falabellaCO/126209615_01/width=240,height=240,quality=70,format=webp,fit=pad",Antipigment Dual Serum Facial 30ml,Por Mktools,$  272.400  ,,,$  272.400  ,Envío gratis,,(7)
VICK,https://www.falabella.com.co/falabella-co/product/126453626/Oferta-Vick-Vaporub-Unguento-Topico-50G-X-2-Precio-Especial/126453627,"https://media.falabella.com.co/falabellaCO/126453627_01/width=240,height=240,quality=70,format=webp,fit=pad",Oferta Vaporub Unguento Topico 50G X 2 Precio Especial,Por Locatel Colombia ,$  34.800  ,,,$  34.800  ,,,
